City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
385,pevek,100,RU,1576121458,94,69.7,170.27,10.04,9.04
386,chinchani,19,IN,1576121868,72,16.42,74.53,68.0,3.36
387,kondoa,13,TZ,1576121868,98,-4.91,35.78,62.33,5.03
388,ponta do sol,100,BR,1576121535,97,-0.53,-65.05,74.25,0.18
389,marzuq,5,YE,1576121868,72,14.4,46.47,63.61,2.59
390,aberystwyth,95,GB,1576121868,93,52.41,-4.08,34.0,11.01
391,killybegs,100,IE,1576121581,94,54.63,-8.45,39.99,5.01
392,plouzane,100,FR,1576121869,87,48.38,-4.62,48.99,16.11
393,port blair,100,CD,1576121869,70,-7.04,29.76,75.29,7.34
394,axim,100,GH,1576121869,93,4.87,-2.24,75.99,1.5
395,namibe,92,AO,1576121555,81,-15.19,12.15,72.05,13.31
396,tiznit,0,MA,1576121869,54,29.7,-9.73,54.75,1.59
397,antofagasta,75,CL,1576121568,77,-23.65,-70.4,62.6,9.17
398,caernarfon,99,GB,1576121869,75,53.14,-4.27,44.01,17.22
399,kalabo,15,ZM,1576121869,73,-15.0,22.67,68.83,4.29
400,curuca,10,BR,1576121869,85,-2.52,-61.06,77.67,3.18
401,kalevala,100,FI,1576121869,95,64.12,29.58,34.59,11.41
402,akita,75,JP,1576121869,56,39.72,140.1,41.0,32.21
403,bandar,0,BD,1576121870,77,22.29,91.78,68.0,2.24
404,kutum,6,SD,1576121870,24,14.2,24.66,61.61,0.6
405,luau,100,CD,1576121870,99,-10.7,22.23,64.92,3.0
406,marquette,5,US,1576121870,84,46.54,-87.4,7.0,4.7
407,kamenka,0,MD,1576121870,94,48.03,28.7,36.0,3.0
408,pasighat,57,IN,1576121870,64,28.06,95.33,65.44,2.71
409,rawson,51,AR,1576121519,63,-43.3,-65.11,54.03,35.05
410,teguise,1,ES,1576121870,72,29.06,-13.56,64.4,16.11
411,grand gaube,75,FR,1576121531,93,48.39,5.49,39.2,12.75
412,bayir,75,TR,1576121870,87,37.27,28.22,53.6,6.93
413,laurel,1,US,1576121870,53,39.1,-76.85,35.01,5.82
414,gambela,100,ET,1576121871,75,8.25,34.59,75.69,3.31
415,isangel,20,VU,1576121539,58,-19.55,169.27,82.4,11.41
416,begamganj,100,IN,1576121871,59,23.6,78.33,66.13,7.96
417,yiyang,0,CN,1576121871,47,28.59,112.35,59.11,5.06
418,baiyin,0,CN,1576121871,42,36.55,104.13,28.4,4.47
419,yerkoy,100,TR,1576121871,93,39.64,34.47,37.94,6.69
420,registro,100,BR,1576121871,99,-24.5,-47.84,69.44,0.65
421,sokolo,97,ML,1576121871,19,14.74,-6.12,66.18,11.59
422,kavaratti,20,IN,1576121545,78,10.57,72.64,82.4,4.34
423,palmer,20,AU,1576121301,52,-34.85,139.16,75.99,16.11
424,eldorado,100,BR,1576121557,99,-24.52,-48.11,69.44,0.65
425,manamadurai,20,IN,1576121872,78,9.68,78.45,78.8,6.93
426,bull savanna,97,LR,1576121872,76,6.2,-10.28,81.61,5.82
427,kilindoni,16,TZ,1576121872,75,-7.91,39.67,82.54,6.38
428,hulyaypole,3,UA,1576121872,95,47.67,36.26,31.35,8.7
429,kajaani,90,FI,1576121872,100,64.22,27.73,33.8,9.17
430,tigil,100,RU,1576121872,95,57.8,158.67,17.28,8.99
431,damaturu,0,NG,1576121872,14,11.75,11.96,65.82,7.72
432,marawi,93,PH,1576121538,77,8.0,124.29,82.99,7.0
433,abnub,67,EG,1576121872,76,27.27,31.15,50.0,2.24
434,ilulissat,0,GL,1576121428,50,69.22,-51.1,5.0,10.29
435,gualaco,92,HN,1576121873,98,15.03,-86.07,63.09,2.44
436,redmond,90,US,1576121873,87,47.67,-122.12,48.2,5.82
437,puerto escondido,0,AR,1576121873,65,-51.62,-69.23,46.4,12.75
438,suez,33,EG,1576121873,60,29.97,32.54,56.61,2.51
439,vardo,90,US,1576121527,80,39.62,-77.74,32.0,9.17
440,lompoc,75,US,1576121813,93,34.64,-120.46,60.01,6.93
441,port-cartier,75,CA,1576121873,64,50.03,-66.88,-0.99,5.82
442,obo,100,CF,1576121873,76,5.39,26.49,70.16,5.55
443,robertsport,38,LR,1576121873,76,6.75,-11.37,81.64,8.37
444,shubarkuduk,98,KZ,1576121874,86,49.15,56.49,23.54,4.56
445,shetpe,0,KZ,1576121874,67,44.14,52.16,31.26,1.99
446,tepalcatepec,100,MX,1576121874,59,19.19,-102.85,65.28,4.99
447,sorata,100,BO,1576121874,69,-15.77,-68.65,34.77,3.78
448,leshukonskoye,100,RU,1576121874,94,64.9,45.76,19.76,9.66
449,coxim,100,BR,1576121874,84,-18.5,-54.75,75.42,3.09
450,orichi,26,RU,1576121874,88,58.4,49.06,20.8,5.59
451,sylva,1,US,1576121853,54,35.37,-83.23,34.0,1.61
452,kalat,1,PK,1576121874,88,29.03,66.58,39.99,3.96
453,gurupi,31,BR,1576121875,68,-11.73,-49.07,77.59,0.6
454,chinhoyi,26,ZW,1576121875,91,-17.36,30.19,65.52,2.3
455,ixtapa,75,MX,1576121536,83,20.71,-105.21,73.99,5.55
456,marsh harbour,42,GB,1576121569,84,53.65,-1.81,36.0,4.7
457,jumla,100,NP,1576121875,88,29.28,82.18,34.54,0.69
458,coruripe,8,BR,1576121875,79,-10.12,-36.18,77.88,12.12
459,baghdad,88,IQ,1576121720,93,33.3,44.38,46.4,3.36
460,johi,100,PK,1576121875,50,26.69,67.61,65.71,15.32
461,wyndham,75,GB,1576121875,86,51.61,-3.54,41.0,9.17
462,winneba,69,GH,1576121875,88,5.35,-0.62,78.8,4.7
463,pizarro,100,CO,1576121875,83,4.95,-77.37,78.33,5.14
464,wawa,0,NG,1576121876,26,9.9,4.41,72.86,4.34
465,donegal,100,IE,1576121876,95,54.65,-8.11,38.3,7.31
466,fontem,0,CM,1576121876,55,5.49,9.85,62.92,3.6
467,cayenne,47,GF,1576121404,100,4.94,-52.33,75.2,3.36
468,mandalgovi,0,MN,1576121876,53,45.76,106.27,21.42,16.22
469,port moresby,100,CD,1576121854,70,-7.04,29.76,75.29,7.34
470,qasigiannguit,0,GL,1576121876,50,68.82,-51.19,5.0,10.29
471,mareeba,90,AU,1576121876,58,-16.99,145.42,88.0,12.75
472,hanmer springs,75,CA,1576121876,71,46.65,-80.94,8.6,12.75
473,wanning,75,AT,1576121876,92,48.64,13.53,36.0,4.7
474,srednekolymsk,100,RU,1576121469,94,67.46,153.71,-16.02,7.25
475,sao miguel do tapuio,7,IN,1576121759,58,20.51,76.21,71.78,14.52
476,quelimane,100,MZ,1576121877,94,-17.88,36.89,75.78,4.61
477,melilla,75,EC,1576121877,83,-0.8,-80.23,75.2,11.41
478,split,91,HR,1576121627,66,43.51,16.44,48.99,4.7
479,pedro juan caballero,90,BR,1576121877,94,-18.99,-47.14,68.0,3.36
480,xiazhen,20,TW,1576121877,49,23.89,120.95,77.0,6.93
481,codrington,40,AU,1576121533,51,-28.95,153.24,89.6,13.87
482,pyatovskiy,90,RU,1576121877,100,54.69,36.06,35.6,4.47
483,nishihara,20,JP,1576121877,39,35.74,139.53,66.99,2.24
484,natal,75,BR,1576121877,83,-5.81,-35.21,78.8,6.93
485,vanimo,100,PG,1576121878,73,-2.67,141.3,81.9,4.07
486,sorong,67,ID,1576121571,51,-0.86,131.25,93.18,0.85
487,espinosa,0,BR,1576121851,65,-14.92,-42.81,67.51,4.05
488,quibdo,90,CO,1576121878,100,5.69,-76.66,75.2,9.17
489,mazyr,31,BY,1576121878,97,52.05,29.27,31.64,10.85
490,houma,97,CN,1576121572,31,35.63,111.36,41.29,6.98
491,racale,75,IT,1576121878,93,39.96,18.09,50.0,8.05
492,kirakira,99,SB,1576121878,79,-10.46,161.92,82.27,4.63
493,lagunas,95,PE,1576121878,93,-5.23,-75.68,74.41,1.05
494,fort nelson,6,IN,1576121524,82,17.96,79.61,70.52,9.22
495,mandurah,0,AU,1576121878,20,-32.55,115.7,95.0,13.87
496,tutoia,88,BR,1576121829,86,-2.76,-42.27,76.68,3.6
497,knysna,90,ZA,1576121879,93,-34.04,23.05,62.6,3.36
498,luba,0,PH,1576121553,58,17.32,120.7,83.68,8.97
499,elizabeth city,1,US,1576121450,53,40.66,-74.21,34.0,9.17
500,anchorage,40,US,1576121585,80,61.22,-149.89,37.0,6.93
501,sohag,2,EG,1576121879,62,26.55,31.7,51.8,6.93
502,grand centre,75,FR,1576121845,93,48.39,5.49,39.2,12.75
503,gangapur,40,IN,1576121879,77,19.7,75.01,66.2,7.76
504,mengcheng,63,CN,1576121879,42,33.26,116.57,49.23,10.78
505,naklo nad notecia,40,SI,1576121879,92,46.27,14.32,37.0,1.12
506,muromtsevo,83,RU,1576121879,94,56.37,75.24,18.27,7.56
507,bintulu,75,MY,1576121879,88,3.17,113.03,80.6,5.82
508,smithers,90,CA,1576121325,92,54.78,-127.17,23.0,2.24
509,salisbury,66,GB,1576121880,86,51.07,-1.8,39.2,4.7
510,sobolevo,34,RU,1576121880,97,54.43,31.9,29.98,6.58
511,waipawa,100,NZ,1576121880,66,-39.94,176.59,70.0,7.63
512,fairbanks,1,US,1576121405,92,64.84,-147.72,23.0,5.48
513,galveston,1,US,1576121880,92,40.58,-86.19,23.0,6.93
514,muros,90,ES,1576121880,100,42.77,-9.06,60.01,8.05
515,camopi,37,GF,1576121880,99,3.17,-52.33,70.43,1.86
516,sahbuz,75,AZ,1576121880,93,39.41,45.57,35.6,4.7
517,gornopravdinsk,100,RU,1576121880,98,60.06,69.92,31.01,6.44
518,adolfo lopez mateos,90,BR,1576121881,94,-21.24,-49.64,69.8,5.82
519,petropavlovsk-kamchatskiy,3,RU,1576121881,62,53.05,158.65,19.4,6.71
520,nagato,20,JP,1576121881,32,34.35,131.14,51.8,13.87
521,zhezkazgan,90,KZ,1576121881,93,47.8,67.71,32.0,6.71
522,wajir,0,KE,1576121565,75,1.75,40.07,78.17,6.53
523,lorengau,90,PG,1576121525,72,-2.02,147.27,84.65,13.33
524,portland,1,US,1576121316,68,43.66,-70.25,28.99,4.7
525,vestmannaeyjar,26,IS,1576121565,67,63.44,-20.27,30.7,30.94
526,margate,40,AU,1576121686,47,-43.03,147.26,59.0,20.8
527,salta,0,AR,1576121748,73,-24.79,-65.41,73.4,0.89
528,misratah,5,LY,1576121882,65,32.38,15.09,60.58,27.58
529,morant bay,20,JM,1576121882,83,17.9,-76.43,80.6,4.7
530,waddan,0,LY,1576121882,49,29.16,16.14,49.14,16.42
531,inongo,100,CD,1576121882,89,-1.93,18.29,70.88,2.93
532,liberty,1,US,1576121882,85,39.64,-84.93,27.0,4.7
533,goundam,3,ML,1576121882,17,16.42,-3.66,64.54,10.85
534,casablanca,75,MA,1576121715,100,33.6,-7.62,57.0,3.36
535,sur,89,OM,1576121882,70,22.57,59.53,71.94,2.42
536,seymchan,100,RU,1576121882,96,62.93,152.39,-12.28,4.79
